ENSG00000148288 GBGT1 gene_1
ENSG00000223572 CKMT1A gene_685
ENSG00000255350 MTCO1P15 gene_686
ENSG00000223684 IFNWP18 gene_687
ENSG00000252118 RNU6ATAC39P gene_688
ENSG00000265347 MIR4291 gene_689
ENSG00000213930 GALT gene_690
ENSG00000242865 RN7SL244P gene_691
ENSG00000174837 ADGRE1 gene_692
ENSG00000112818 MEP1A gene_693
ENSG00000200446 RNU6-1085P gene_694
ENSG00000256642 LINC00273 gene_695
ENSG00000231795 ITCH-IT1 gene_696
ENSG00000235109 ZSCAN31 gene_697
ENSG00000149150 SLC43A1 gene_698
ENSG00000202160 RNU5E-7P gene_699
ENSG00000254275 LINC00824 gene_700
ENSG00000234110 TSPY25P gene_701
ENSG00000106012 IQCE gene_702
ENSG00000147654 EBAG9 gene_703
ENSG00000168944 CEP120 gene_704
ENSG00000151475 SLC25A31 gene_705
ENSG00000183586 HMGN3P1 gene_706
ENSG00000224124 POM121L10P gene_707
ENSG00000207325 RNY1P4 gene_708
ENSG00000184647 PRSS55 gene_709
ENSG00000231122 FAM25E gene_710
ENSG00000201875 RN7SKP178 gene_711
ENSG00000100554 ATP6V1D gene_712
ENSG00000164520 RAET1E gene_713
ENSG00000128276 RFPL3 gene_714
ENSG00000223518 CSNK1A1P1 gene_715
ENSG00000177468 OLIG3 gene_716
ENSG00000172350 ABCG4 gene_717
ENSG00000242208 RPL5P29 gene_718
ENSG00000242060 RPS3AP49 gene_719
ENSG00000109472 CPE gene_720
ENSG00000197077 KIAA1671 gene_721
ENSG00000225560 FAM197Y8 gene_722
ENSG00000187288 CIDEC gene_723
ENSG00000157654 PALM2-AKAP2 gene_724
ENSG00000201041 RNA5SP242 gene_725
ENSG00000197948 FCHSD1 gene_726
ENSG00000222972 RNU6-651P gene_727
ENSG00000208008 MIR125A gene_728
ENSG00000263593 MIR4804 gene_729
ENSG00000264297 MIR4433B gene_730
ENSG00000224674 EIF3EP2 gene_731
ENSG00000174255 ZNF80 gene_732
ENSG00000230849 GOT2P2 gene_733
ENSG00000134049 IER3IP1 gene_734
ENSG00000213625 LEPROT gene_735
ENSG00000264049 MIR4737 gene_736
ENSG00000134324 LPIN1 gene_737
ENSG00000224706 RPS17P13 gene_738
ENSG00000265828 MIR3939 gene_739
ENSG00000237636 ANKRD26P3 gene_740
ENSG00000180878 C11orf42 gene_741
ENSG00000253305 PCDHGB6 gene_742
ENSG00000200183 RNU6-238P gene_743
ENSG00000100311 PDGFB gene_744
ENSG00000207763 MIR617 gene_745
ENSG00000184465 WDR27 gene_746
ENSG00000233016 SNHG7 gene_747
ENSG00000143669 LYST gene_748
ENSG00000254743 OR10V3P gene_749
ENSG00000145536 ADAMTS16 gene_750
ENSG00000241243 RN7SL629P gene_751
ENSG00000210825 SNORA40 gene_752
ENSG00000281809 LINC01394 gene_753
ENSG00000106785 TRIM14 gene_754
ENSG00000215057 PKMP5 gene_755
ENSG00000212710 CTAGE1 gene_756
ENSG00000075711 DLG1 gene_757
ENSG00000237141 DNAJC19P1 gene_758
ENSG00000196126 HLA-DRB1 gene_759
ENSG00000112486 CCR6 gene_760
ENSG00000188459 WASF4P gene_761
ENSG00000141433 ADCYAP1 gene_762
ENSG00000170703 TTLL6 gene_763
ENSG00000215208 KRT18P60 gene_764
ENSG00000257612 MIR4307HG gene_765
ENSG00000175707 KDF1 gene_766
ENSG00000204194 RPL12P1 gene_767
ENSG00000221102 SNORA11B gene_768
ENSG00000275529 SNORD116-4 gene_769
ENSG00000214087 ARL16 gene_770
ENSG00000135838 NPL gene_771
ENSG00000236830 CBR3-AS1 gene_772
ENSG00000185513 L3MBTL1 gene_773
ENSG00000238184 CD81-AS1 gene_774
ENSG00000100714 MTHFD1 gene_775
ENSG00000237233 TMEM26-AS1 gene_776
ENSG00000186160 CYP4Z1 gene_777
ENSG00000253345 IGHVII-22-1 gene_778
ENSG00000274298 MIR6743 gene_779
ENSG00000240180 RPL12P28 gene_780
ENSG00000235272 FAM103A2P gene_781
ENSG00000215034 DSTNP4 gene_782
ENSG00000206811 SNORA10 gene_783
ENSG00000276599 RNA5SP411 gene_784
ENSG00000189014 FAM35DP gene_785
ENSG00000158480 SPATA2 gene_786
ENSG00000118620 ZNF430 gene_787
ENSG00000170142 UBE2E1 gene_788
ENSG00000059145 UNKL gene_789
ENSG00000236786 TSPY15P gene_790
ENSG00000124203 ZNF831 gene_791
ENSG00000197406 DIO3 gene_792
ENSG00000280832 ST3GAL4-AS1 gene_793
ENSG00000225180 AATK-AS1 gene_794
ENSG00000228755 PABPC1P8 gene_795
ENSG00000280867 MIR518C gene_796
ENSG00000173572 NLRP13 gene_797
ENSG00000109458 GAB1 gene_798
ENSG00000239576 COX6CP14 gene_799
ENSG00000236083 OR13E1P gene_800
ENSG00000174175 SELP gene_801
ENSG00000117153 KLHL12 gene_802
ENSG00000206178 HBZP1 gene_803
ENSG00000147485 PXDNL gene_804
ENSG00000185737 NRG3 gene_805
ENSG00000174500 GCSAM gene_806
ENSG00000247911 HMGN1P12 gene_807
ENSG00000225427 LINC00331 gene_808
ENSG00000265160 MIR5003 gene_809
ENSG00000145284 SCD5 gene_810
ENSG00000257842 NOVA1-AS1 gene_811
ENSG00000158786 PLA2G2F gene_812
ENSG00000259019 EIF4BP1 gene_813
ENSG00000229701 MTND2P20 gene_814
ENSG00000078140 UBE2K gene_815
ENSG00000177414 UBE2U gene_816
ENSG00000242265 PEG10 gene_817
ENSG00000214560 RPL21P41 gene_818
ENSG00000254244 PAICSP4 gene_819
ENSG00000095383 TBC1D2 gene_820
ENSG00000099246 RAB18 gene_821
ENSG00000056277 ZNF280C gene_822
ENSG00000137871 ZNF280D gene_823
ENSG00000237350 CDC42P6 gene_824
ENSG00000085265 FCN1 gene_825
ENSG00000181690 PLAG1 gene_826
ENSG00000169314 C22orf15 gene_827
ENSG00000263363 MIR5702 gene_828
ENSG00000229129 ACTG1P2 gene_829
ENSG00000212473 RNU1-101P gene_830
ENSG00000248329 APELA gene_831
ENSG00000175643 RMI2 gene_832
ENSG00000224723 GUSBP10 gene_833
ENSG00000199971 RNU6-797P gene_834
ENSG00000265919 MIR4280 gene_835
ENSG00000252311 RNU1-103P gene_836
ENSG00000177363 LRRN4CL gene_837
ENSG00000146918 NCAPG2 gene_838
ENSG00000171155 C1GALT1C1 gene_839
ENSG00000237847 FAM231A gene_840
ENSG00000223142 RN7SKP252 gene_841
ENSG00000140678 ITGAX gene_842
ENSG00000117597 DIEXF gene_843
ENSG00000105248 CCDC94 gene_844
ENSG00000215267 AKR1C7P gene_845
ENSG00000208013 MIR652 gene_846
ENSG00000237911 SRP68P3 gene_847
ENSG00000102239 BRS3 gene_848
ENSG00000266613 RFWD2P1 gene_849
ENSG00000174276 ZNHIT2 gene_850
ENSG00000124243 BCAS4 gene_851
ENSG00000159208 CIART gene_852
ENSG00000135697 BCO1 gene_853
ENSG00000243959 RN7SL684P gene_854
ENSG00000003147 ICA1 gene_855
ENSG00000260629 BGLT3 gene_856
ENSG00000086696 HSD17B2 gene_857
ENSG00000231567 MTND2P19 gene_858
ENSG00000254496 CBX3P8 gene_859
ENSG00000239868 RN7SL34P gene_860
ENSG00000273915 MIR451B gene_861
ENSG00000146540 C7orf50 gene_862
ENSG00000216058 MIR944 gene_863
ENSG00000185182 GOLGA8DP gene_864
ENSG00000184436 THAP7 gene_865
ENSG00000251776 RN7SKP242 gene_866
ENSG00000111110 PPM1H gene_867
ENSG00000170571 EMB gene_868
ENSG00000163141 BNIPL gene_869
ENSG00000107518 ATRNL1 gene_870
ENSG00000196937 FAM3C gene_871
ENSG00000180957 PITPNB gene_872
ENSG00000215800 RSL24D1P4 gene_873
ENSG00000235044 PPIAP3 gene_874
ENSG00000224287 MSL3P1 gene_875
ENSG00000176009 ASCL3 gene_876
ENSG00000230376 MEMO1P4 gene_877
ENSG00000253862 IGHVIII-47-1 gene_878
ENSG00000197038 RBMY1A3P gene_879
ENSG00000164406 LEAP2 gene_880
ENSG00000264279 MIR4786 gene_881
ENSG00000216083 MIR936 gene_882
ENSG00000228315 GUSBP11 gene_883
ENSG00000163611 SPICE1 gene_884
ENSG00000215943 MIR892A gene_885
ENSG00000132481 TRIM47 gene_886
ENSG00000230046 BIRC6-AS1 gene_887
ENSG00000265878 MIR3914-2 gene_888
ENSG00000125650 PSPN gene_889
ENSG00000212829 RPS26P3 gene_890
ENSG00000166391 MOGAT2 gene_891
ENSG00000179564 LSMEM2 gene_892
ENSG00000166670 MMP10 gene_893
ENSG00000165795 NDRG2 gene_894
ENSG00000269186 LINC01082 gene_895
ENSG00000237635 DUX4L29 gene_896
ENSG00000255047 HNRNPRP2 gene_897
ENSG00000253869 PIGFP1 gene_898
ENSG00000143845 ETNK2 gene_899
ENSG00000239525 RPL30P5 gene_900
ENSG00000201033 RNU1-96P gene_901
ENSG00000233685 OR6L1P gene_902
ENSG00000162775 RBM15 gene_903
ENSG00000231018 EIF4A1P3 gene_904
ENSG00000215277 RNF212B gene_905
ENSG00000070808 CAMK2A gene_906
ENSG00000223003 RNA5SP184 gene_907
ENSG00000104870 FCGRT gene_908
ENSG00000183336 BOLA2 gene_909
ENSG00000196805 SPRR2B gene_910
ENSG00000158161 EYA3 gene_911
ENSG00000240959 ST13P14 gene_912
ENSG00000227001 NBPF2P gene_913
ENSG00000130589 HELZ2 gene_914
ENSG00000207266 RNU6-1241P gene_915
ENSG00000246100 LINC00900 gene_916
ENSG00000180104 EXOC3 gene_917
ENSG00000222126 RNU2-9P gene_918
ENSG00000184293 CLECL1 gene_919
ENSG00000154898 CCDC144CP gene_920
ENSG00000110801 PSMD9 gene_921
ENSG00000175893 ZDHHC21 gene_922
ENSG00000159307 SCUBE1 gene_923
ENSG00000172530 BANP gene_924
ENSG00000146205 ANO7 gene_925
ENSG00000134690 CDCA8 gene_926
ENSG00000266270 MIR5096 gene_927
ENSG00000068745 IP6K2 gene_928
ENSG00000248441 LINC01197 gene_929
ENSG00000225067 RPL23AP2 gene_930
ENSG00000136819 C9orf78 gene_931
ENSG00000229386 OR8B9P gene_932
ENSG00000250922 ATP5EP1 gene_933
ENSG00000159961 OR3A3 gene_934
ENSG00000200587 RNA5SP514 gene_935
ENSG00000230350 RPL35AP3 gene_936
ENSG00000228837 CBX3P6 gene_937
ENSG00000233231 HNRNPA1P49 gene_938
ENSG00000233441 CYP2AB1P gene_939
ENSG00000231068 KRTAP21-3 gene_940
ENSG00000112245 PTP4A1 gene_941
ENSG00000109572 CLCN3 gene_942
ENSG00000270300 PHACTR2P1 gene_943
ENSG00000164756 SLC30A8 gene_944
ENSG00000264684 MIR4773-1 gene_945
ENSG00000249647 C5orf66-AS2 gene_946
ENSG00000187942 LDLRAD2 gene_947
ENSG00000221065 MIR1233-2 gene_948
ENSG00000163909 HEYL gene_949
ENSG00000273542 HIST1H4K gene_950
ENSG00000189144 ZNF573 gene_951
ENSG00000119938 PPP1R3C gene_952
ENSG00000199109 MIR411 gene_953
ENSG00000161281 COX7A1 gene_954
ENSG00000240443 RPS10P20 gene_955
ENSG00000211815 TRAV36DV7 gene_956
ENSG00000217314 UQCRFS1P3 gene_957
ENSG00000189058 APOD gene_958
ENSG00000168779 SHOX2 gene_959
ENSG00000235028 HMGN1P30 gene_960
ENSG00000227515 C1DP4 gene_961
ENSG00000248530 BCL2L12P1 gene_962
ENSG00000255420 CASC23 gene_963
ENSG00000233740 CICP2 gene_964
ENSG00000226235 LEMD1-AS1 gene_965
ENSG00000156011 PSD3 gene_966
ENSG00000151474 FRMD4A gene_967
ENSG00000244257 PKD1P1 gene_968
ENSG00000132635 PCED1A gene_969
ENSG00000260724 VN1R69P gene_970
ENSG00000276584 MIR6737 gene_971
ENSG00000256671 LIMS3L gene_972
ENSG00000253743 MARK2P11 gene_973
ENSG00000277000 DUSP12P1 gene_974
ENSG00000224078 SNHG14 gene_975
ENSG00000132854 KANK4 gene_976
ENSG00000232586 KIAA1614-AS1 gene_977
ENSG00000121390 PSPC1 gene_978
ENSG00000154102 C16orf74 gene_979
ENSG00000187773 FAM69C gene_980
ENSG00000199883 RN7SKP90 gene_981
ENSG00000235706 DICER1-AS1 gene_982
ENSG00000176915 ANKLE2 gene_983
ENSG00000109171 SLAIN2 gene_984
ENSG00000115009 CCL20 gene_985
ENSG00000184478 OR56A3 gene_986
ENSG00000126768 TIMM17B gene_987
ENSG00000113712 CSNK1A1 gene_988
ENSG00000208017 MIR140 gene_989
ENSG00000223414 LINC00473 gene_990
ENSG00000174899 PQLC2L gene_991
ENSG00000203875 SNHG5 gene_992
ENSG00000254576 OR4C1P gene_993
ENSG00000134539 KLRD1 gene_994
ENSG00000213822 CEACAM18 gene_995
ENSG00000198668 CALM1 gene_996
ENSG00000137142 IGFBPL1 gene_997
ENSG00000145242 EPHA5 gene_998
ENSG00000175520 UBQLN3 gene_999
ENSG00000083067 TRPM3 gene_1000
ENSG00000125430 HS3ST3B1 gene_1001
ENSG00000263800 MIR5684 gene_1002
ENSG00000264638 MIR3152 gene_1003
ENSG00000173273 TNKS gene_1004
ENSG00000154845 PPP4R1 gene_1005
ENSG00000222139 RNU6-380P gene_1006
ENSG00000252930 RNU6-1015P gene_1007
ENSG00000229522 LINC01523 gene_1008
ENSG00000275820 MIR6778 gene_1009
ENSG00000148950 IMMP1L gene_1010
ENSG00000131096 PYY gene_1011
ENSG00000230951 GPS2P2 gene_1012
ENSG00000254500 RANP3 gene_1013
ENSG00000108823 SGCA gene_1014
ENSG00000174684 B4GAT1 gene_1015
ENSG00000136021 SCYL2 gene_1016
ENSG00000181433 SAGE1 gene_1017
ENSG00000249667 LINC01259 gene_1018
ENSG00000253006 RN7SKP283 gene_1019
ENSG00000275110 MIR6087 gene_1020
ENSG00000144909 OSBPL11 gene_1021
ENSG00000175329 ISX gene_1022
ENSG00000111424 VDR gene_1023
ENSG00000264429 MIR3183 gene_1024
ENSG00000226482 ADIPOQ-AS1 gene_1025
ENSG00000132768 DPH2 gene_1026
ENSG00000214174 AMZ2P1 gene_1027
ENSG00000131650 KREMEN2 gene_1028
ENSG00000257332 HNRNPA1P69 gene_1029
ENSG00000126457 PRMT1 gene_1030
ENSG00000228149 RPL3P1 gene_1031
ENSG00000113396 SLC27A6 gene_1032
ENSG00000080819 CPOX gene_1033
ENSG00000239293 OR9P1P gene_1034
ENSG00000258315 C17orf49 gene_1035
ENSG00000210117 MT-TW gene_1036
ENSG00000054938 CHRDL2 gene_1037
ENSG00000176798 OR51L1 gene_1038
ENSG00000038358 EDC4 gene_1039
ENSG00000121871 SLITRK3 gene_1040
ENSG00000237941 KCNQ1DN gene_1041
ENSG00000147614 ATP6V0D2 gene_1042
ENSG00000200250 RNU6-1147P gene_1043
ENSG00000275067 MIR6825 gene_1044
ENSG00000138660 AP1AR gene_1045
ENSG00000196557 CACNA1H gene_1046
ENSG00000164175 SLC45A2 gene_1047
ENSG00000153234 NR4A2 gene_1048
ENSG00000231169 EEF1B2P1 gene_1049
ENSG00000107854 TNKS2 gene_1050
ENSG00000253492 CDH12P3 gene_1051
ENSG00000134853 PDGFRA gene_1052
ENSG00000120685 PROSER1 gene_1053
ENSG00000225053 PRPF38AP1 gene_1054
ENSG00000157554 ERG gene_1055
ENSG00000114062 UBE3A gene_1056
ENSG00000179172 HNRNPCL1 gene_1057
ENSG00000205360 MT1CP gene_1058
ENSG00000259905 PWRN1 gene_1059
ENSG00000150873 C2orf50 gene_1060
ENSG00000206852 RNU6-895P gene_1061
ENSG00000228551 SNRPGP9 gene_1062
ENSG00000204839 MROH6 gene_1063
ENSG00000239010 RNU7-74P gene_1064
ENSG00000261210 CLEC19A gene_1065
ENSG00000084110 HAL gene_1066
ENSG00000225652 KCNMA1-AS3 gene_1067
ENSG00000113296 THBS4 gene_1068
ENSG00000135372 NAT10 gene_1069
ENSG00000197938 OR5H2 gene_1070
ENSG00000127074 RGS13 gene_1071
ENSG00000105954 NPVF gene_1072
ENSG00000248942 LINC01335 gene_1073
ENSG00000200281 RNU6-624P gene_1074
ENSG00000196391 ZNF774 gene_1075
ENSG00000196172 ZNF681 gene_1076
ENSG00000160447 PKN3 gene_1077
ENSG00000116039 ATP6V1B1 gene_1078
ENSG00000143515 ATP8B2 gene_1079
ENSG00000206715 RNU6-444P gene_1080
ENSG00000119778 ATAD2B gene_1081
ENSG00000237667 LINC01115 gene_1082
ENSG00000278709 NKILA gene_1083
ENSG00000236739 CLIC4P1 gene_1084
ENSG00000198384 TPTE2P3 gene_1085
ENSG00000163584 RPL22L1 gene_1086
ENSG00000169683 LRRC45 gene_1087
ENSG00000074410 CA12 gene_1088
ENSG00000085733 CTTN gene_1089
ENSG00000259832 CYP4A26P gene_1090
ENSG00000267779 LINC01533 gene_1091
ENSG00000100979 PLTP gene_1092
ENSG00000143633 C1orf131 gene_1093
ENSG00000264119 MIR4795 gene_1094
ENSG00000242252 BGLAP gene_1095
ENSG00000242255 RPL39P34 gene_1096
ENSG00000226158 CLCP2 gene_1097
ENSG00000171757 LRRC34 gene_1098
ENSG00000223056 RN7SKP169 gene_1099
ENSG00000164344 KLKB1 gene_1100
ENSG00000015285 WAS gene_1101
ENSG00000213522 RAC1P5 gene_1102
ENSG00000188938 FAM120AOS gene_1103
ENSG00000251664 PCDHA12 gene_1104
ENSG00000211663 IGLV3-19 gene_1105
ENSG00000054267 ARID4B gene_1106
ENSG00000188425 NANOS2 gene_1107
ENSG00000232134 RPS15AP12 gene_1108
ENSG00000201247 SNORD114-13 gene_1109
ENSG00000152254 G6PC2 gene_1110
ENSG00000175920 DOK7 gene_1111
ENSG00000204779 FOXD4L5 gene_1112
ENSG00000205517 RGL3 gene_1113
ENSG00000205923 CEMP1 gene_1114
ENSG00000120156 TEK gene_1115
ENSG00000171763 SPATA5L1 gene_1116
ENSG00000240186 RN7SL633P gene_1117
ENSG00000253970 MTND2P7 gene_1118
ENSG00000277481 PKD1L3 gene_1119
ENSG00000223162 RNA5SP280 gene_1120
ENSG00000263697 MIR3621 gene_1121
ENSG00000239942 RN7SL394P gene_1122
ENSG00000224255 PDCL3P6 gene_1123
ENSG00000199402 RNA5SP308 gene_1124
ENSG00000075089 ACTR6 gene_1125
ENSG00000119509 INVS gene_1126
ENSG00000264092 RN7SL474P gene_1127
ENSG00000213066 FGFR1OP gene_1128
ENSG00000159147 DONSON gene_1129
ENSG00000178460 MCMDC2 gene_1130
ENSG00000151150 ANK3 gene_1131
ENSG00000211945 IGHV1-18 gene_1132
ENSG00000263527 MIR4526 gene_1133
ENSG00000152380 FAM151B gene_1134
ENSG00000243838 PSMC1P7 gene_1135
ENSG00000118990 GLRXP3 gene_1136
ENSG00000103426 CORO7-PAM16 gene_1137
ENSG00000242173 ARHGDIG gene_1138
ENSG00000257210 NACAP3 gene_1139
ENSG00000101463 SYNDIG1 gene_1140
ENSG00000018408 WWTR1 gene_1141
ENSG00000038382 TRIO gene_1142
ENSG00000241461 RN7SL182P gene_1143
ENSG00000131910 NR0B2 gene_1144
ENSG00000146670 CDCA5 gene_1145
ENSG00000133027 PEMT gene_1146
ENSG00000260720 LINC01243 gene_1147
ENSG00000163283 ALPP gene_1148
ENSG00000211856 TRAJ33 gene_1149
ENSG00000239221 RN7SL442P gene_1150
ENSG00000199803 RNU6-1159P gene_1151
ENSG00000240520 UOX gene_1152
ENSG00000223688 RPS24P14 gene_1153
ENSG00000111275 ALDH2 gene_1154
ENSG00000109046 WSB1 gene_1155
ENSG00000255128 HSPD1P3 gene_1156
ENSG00000277474 MIR6894 gene_1157
ENSG00000266984 POLR3GP2 gene_1158
ENSG00000177868 SVBP gene_1159
ENSG00000251137 RPL7L1P7 gene_1160
ENSG00000099625 CBARP gene_1161
ENSG00000250496 ABT1P1 gene_1162
ENSG00000280920 HPVC1 gene_1163
ENSG00000244328 RN7SL845P gene_1164
ENSG00000229541 GAPDHP26 gene_1165
ENSG00000243488 RN7SL337P gene_1166
ENSG00000186326 RGS9BP gene_1167
ENSG00000079257 LXN gene_1168
ENSG00000263417 GTSCR1 gene_1169
ENSG00000237975 FLG-AS1 gene_1170
ENSG00000210151 MT-TS1 gene_1171
ENSG00000165672 PRDX3 gene_1172
ENSG00000275711 MIR6795 gene_1173
ENSG00000140459 CYP11A1 gene_1174
ENSG00000113805 CNTN3 gene_1175
ENSG00000169564 PCBP1 gene_1176
ENSG00000115392 FANCL gene_1177
ENSG00000227256 MIS18A-AS1 gene_1178
ENSG00000197343 ZNF655 gene_1179
ENSG00000205476 CCDC85C gene_1180
ENSG00000214322 CBX1P2 gene_1181
ENSG00000125388 GRK4 gene_1182
ENSG00000201227 RNA5-8SP3 gene_1183
ENSG00000256590 TRDV3 gene_1184
ENSG00000244273 PGBD4P1 gene_1185
ENSG00000231475 IGHV4-31 gene_1186
ENSG00000206536 OR5K3 gene_1187
ENSG00000250442 EIF3KP3 gene_1188
ENSG00000179636 TPPP2 gene_1189
ENSG00000213793 ZNF888 gene_1190
ENSG00000135220 UGT2A3 gene_1191
ENSG00000070367 EXOC5 gene_1192
ENSG00000274770 MIR6128 gene_1193
ENSG00000144401 METTL21A gene_1194
ENSG00000116106 EPHA4 gene_1195
ENSG00000185201 IFITM2 gene_1196
ENSG00000200997 RNU1-85P gene_1197
ENSG00000215105 TTC3P1 gene_1198
ENSG00000173209 AHSA2 gene_1199
ENSG00000228439 TSTD3 gene_1200
ENSG00000176597 B3GNT5 gene_1201
ENSG00000244610 RN7SL756P gene_1202
ENSG00000137975 CLCA2 gene_1203
ENSG00000269800 PLEKHA3P1 gene_1204
ENSG00000249767 ENPP7P10 gene_1205
ENSG00000206034 DEFB109P1B gene_1206
ENSG00000214012 KRT18P38 gene_1207
ENSG00000229604 MTATP8P2 gene_1208
ENSG00000130429 ARPC1B gene_1209
ENSG00000121594 CD80 gene_1210
ENSG00000263894 MIR3925 gene_1211
ENSG00000173588 CEP83 gene_1212
ENSG00000254593 OR7E126P gene_1213
ENSG00000242094 FOXP1-IT1 gene_1214
ENSG00000245750 DRAIC gene_1215
ENSG00000249129 SUDS3P1 gene_1216
ENSG00000226030 HLA-DQB3 gene_1217
ENSG00000089063 TMEM230 gene_1218
ENSG00000163605 PPP4R2 gene_1219
ENSG00000242109 NPM1P23 gene_1220
ENSG00000271569 IGKV1OR2-6 gene_1221
ENSG00000158055 GRHL3 gene_1222
ENSG00000266567 MIR3618 gene_1223
ENSG00000163873 GRIK3 gene_1224
ENSG00000227392 HPN-AS1 gene_1225
ENSG00000166801 FAM111A gene_1226
ENSG00000086506 HBQ1 gene_1227
ENSG00000174844 DNAH12 gene_1228
ENSG00000228882 CICP9 gene_1229
ENSG00000267104 TBC1D3P1-DHX40P1 gene_1230
ENSG00000207688 MIR548D2 gene_1231
ENSG00000185122 HSF1 gene_1232
ENSG00000234801 MORF4 gene_1233
ENSG00000222102 RN7SKP232 gene_1234
ENSG00000143297 FCRL5 gene_1235
ENSG00000252086 RNA5SP76 gene_1236
ENSG00000237136 C4orf51 gene_1237
ENSG00000200560 RNU6-288P gene_1238
ENSG00000106392 C1GALT1 gene_1239
ENSG00000135374 ELF5 gene_1240
ENSG00000140534 TICRR gene_1241
ENSG00000244413 RPL23AP56 gene_1242
ENSG00000233810 MOB1AP2 gene_1243
ENSG00000241595 KRTAP9-4 gene_1244
ENSG00000245614 DDX11-AS1 gene_1245
ENSG00000184221 OLIG1 gene_1246
ENSG00000231810 RPL36AP35 gene_1247
ENSG00000235425 RPS7P13 gene_1248
ENSG00000183840 GPR39 gene_1249
ENSG00000234950 RBMY2OP gene_1250
ENSG00000177627 C12orf54 gene_1251
ENSG00000243064 ABCC13 gene_1252
ENSG00000125084 WNT1 gene_1253
ENSG00000233816 IFNA13 gene_1254
ENSG00000122859 NEUROG3 gene_1255
ENSG00000168000 BSCL2 gene_1256
ENSG00000238133 MLK7-AS1 gene_1257
ENSG00000196660 SLC30A10 gene_1258
ENSG00000110583 NAA40 gene_1259
ENSG00000132589 FLOT2 gene_1260
ENSG00000184402 SS18L1 gene_1261
ENSG00000163683 SMIM14 gene_1262
ENSG00000102053 ZC3H12B gene_1263
ENSG00000160963 COL26A1 gene_1264
ENSG00000116809 ZBTB17 gene_1265
ENSG00000242083 RPL7AP31 gene_1266
ENSG00000226259 GTF2H2B gene_1267
ENSG00000252651 RNU6-557P gene_1268
ENSG00000278057 TEX28 gene_1269
ENSG00000230614 DYNLL1P7 gene_1270
ENSG00000148826 NKX6-2 gene_1271
ENSG00000132330 SCLY gene_1272
ENSG00000087074 PPP1R15A gene_1273
ENSG00000231345 BEND3P1 gene_1274
ENSG00000221823 PPP3R1 gene_1275
ENSG00000236383 LINC00854 gene_1276
ENSG00000236208 C10orf71-AS1 gene_1277
ENSG00000234764 E2F6P1 gene_1278
ENSG00000140798 ABCC12 gene_1279
ENSG00000183741 CBX6 gene_1280
ENSG00000164576 SAP30L gene_1281
ENSG00000252625 RNU1-40P gene_1282
ENSG00000136930 PSMB7 gene_1283
ENSG00000104826 LHB gene_1284
ENSG00000277198 RN7SL270P gene_1285
ENSG00000232672 ACTG1P21 gene_1286
ENSG00000198818 SFT2D1 gene_1287
ENSG00000167771 RCOR2 gene_1288
ENSG00000198908 BHLHB9 gene_1289
ENSG00000241420 RN7SL505P gene_1290
ENSG00000214973 CHCHD3P3 gene_1291
ENSG00000076984 MAP2K7 gene_1292
ENSG00000198883 PNMA5 gene_1293
ENSG00000207334 RNU6-12P gene_1294
ENSG00000239923 RN7SL864P gene_1295
ENSG00000271216 LINC01050 gene_1296
ENSG00000106608 URGCP gene_1297
ENSG00000272681 FAM223B gene_1298
ENSG00000221806 RNU6ATAC34P gene_1299
ENSG00000258501 EIF3LP1 gene_1300
ENSG00000185974 GRK1 gene_1301
ENSG00000182504 CEP97 gene_1302
ENSG00000173810 PPIAP7 gene_1303
ENSG00000181513 ACBD4 gene_1304
ENSG00000196116 TDRD7 gene_1305
ENSG00000252173 RNU6-109P gene_1306
ENSG00000223540 RPS15AP5 gene_1307
ENSG00000127540 UQCR11 gene_1308
ENSG00000281473 PISRT1 gene_1309
ENSG00000252681 RNU1-97P gene_1310
ENSG00000234399 RBMY2XP gene_1311
ENSG00000164122 ASB5 gene_1312
ENSG00000271389 OSBPL9P1 gene_1313
ENSG00000081014 AP4E1 gene_1314
ENSG00000162928 PEX13 gene_1315
ENSG00000229351 KRTAP9-11P gene_1316
ENSG00000124232 RBPJL gene_1317
ENSG00000273932 MIR6877 gene_1318
ENSG00000249104 USP17L17 gene_1319
ENSG00000237706 TRIM51EP gene_1320
ENSG00000238002 NPAP1P6 gene_1321
ENSG00000176083 ZNF683 gene_1322
ENSG00000165805 C12orf50 gene_1323
ENSG00000168575 SLC20A2 gene_1324
ENSG00000146666 LINC00525 gene_1325
ENSG00000221771 MIR1205 gene_1326
ENSG00000211961 IGHV1-45 gene_1327
ENSG00000072121 ZFYVE26 gene_1328
ENSG00000231913 RARRES2P3 gene_1329
ENSG00000139618 BRCA2 gene_1330
ENSG00000207784 MIR542 gene_1331
ENSG00000256347 OR8R1P gene_1332
ENSG00000248257 PSG10P gene_1333
ENSG00000169040 PMCHL2 gene_1334
ENSG00000205057 CLLU1OS gene_1335
ENSG00000147697 GSDMC gene_1336
ENSG00000252614 RNU6-807P gene_1337
ENSG00000142173 COL6A2 gene_1338
ENSG00000237541 HLA-DQA2 gene_1339
ENSG00000276903 HIST1H2AL gene_1340
ENSG00000100442 FKBP3 gene_1341
ENSG00000157680 DGKI gene_1342
ENSG00000250308 SALL4P1 gene_1343
ENSG00000251247 ZNF345 gene_1344
ENSG00000233334 FAM53B-AS1 gene_1345
ENSG00000081760 AACS gene_1346
ENSG00000213652 HMGB3P30 gene_1347
ENSG00000244451 RPL34P21 gene_1348
